#name	chrom	strand	txStart	txEnd	exonEnds	exonStarts
NTN4	chr12	-	96051583	96184536	96052998,96059756,96063922,96076598,96077487,96104407,96107116,96131922,96181246,	96059586,96063854,96076483,96077274,96104219,96106990,96131644,96180717,96184033,
AMDHD1	chr12	+	96337071	96362494	96337313,96346601,96348753,96350740,96354401,96356257,96359557,96360286,	96346495,96348689,96350463,96354176,96356133,96359464,96360126,96361534,
ELK3	chr12	+	96588160	96663613	96588483,96617551,96641512,96653631,	96617343,96640718,96653509,96660860,
CDK17	chr12	-	96672039	96794338	96674057,96674663,96676377,96677423,96679926,96680539,96683065,96688900,96691110,96691499,96692761,96694138,96704955,96707232,96717890,96728643,	96674586,96676287,96677381,96679821,96680442,96682945,96688777,96691048,96691405,96692647,96694082,96704830,96707099,96717726,96728497,96793764,
CFAP54	chr12	+	96883365	97269333	96883704,96894717,96897807,96900877,96906822,96912849,96915748,96915967,96921222,96927751,96928005,96929378,96932296,96934765,96941756,96948088,96948580,96958332,96958543,96970539,96974467,96974883,96983341,96986415,96988224,96992545,97015499,97017659,97019585,97020717,97023982,97024429,97038186,97041795,97043850,97045593,97051883,97052124,97057710,97073530,97078513,97079016,97082760,97085088,97087586,97093871,97098574,97102581,97112300,97114343,97133839,97136364,97137337,97137688,97137924,97147676,97150341,97151366,97158027,97158996,97178668,97180676,97186277,97205620,97211691,97222866,97254730,	96894612,96897664,96900706,96906764,96912706,96915635,96915866,96921024,96927570,96927840,96929293,96932162,96934615,96941680,96947960,96948454,96958246,96958422,96970363,96974375,96974698,96983205,96986268,96988069,96992423,97015368,97017545,97019496,97020591,97023871,97024329,97037956,97041653,97043669,97045366,97051660,97051989,97057608,97073378,97078426,97078807,97082694,97084906,97087500,97093749,97098521,97102386,97112221,97114183,97133734,97136217,97137180,97137509,97137798,97147521,97150236,97151273,97157929,97158855,97178495,97180453,97186107,97205514,97211553,97222792,97254597,97268896,
APAF1	chr12	+	99038919	99127305	99039613,99042275,99042593,99043462,99053121,99056346,99056584,99059569,99060135,99061422,99064864,99065497,99071329,99074180,99077052,99080651,99093347,99097277,99100388,99102482,99106213,99109330,99117090,99117542,99119318,99121094,	99042097,99042404,99043265,99052938,99056234,99056453,99059331,99059968,99061291,99064751,99065313,99071203,99074055,99076921,99080526,99093186,99097149,99100263,99102363,99106097,99109205,99116971,99117417,99119193,99120951,99126198,
UHRF1BP1L	chr12	-	100430854	100536626	100431533,100433567,100441416,100441974,100444096,100444999,100451524,100453311,100453821,100466591,100476912,100478436,100480136,100482873,100489615,100491283,100492319,100496635,100497729,100502326,	100433374,100441308,100441721,100443946,100444857,100451349,100451807,100453628,100466450,100476794,100478254,100480053,100482693,100489445,100491143,100492130,100496544,100497691,100502164,100536370,
SLC17A8	chr12	+	100750857	100815837	100751270,100774731,100784897,100787261,100790195,100795641,100796257,100796523,100797948,100806658,100811934,	100774479,100784779,100787147,100790108,100795555,100796118,100796374,100797816,100806548,100811807,100813593,
NR1H4	chr12	+	100867486	100958191	100867837,100886415,100887180,100904921,100926376,100928801,100930388,100930825,100934596,100955776,	100886281,100887048,100904556,100926236,100928668,100930290,100930726,100934450,100955663,100957029,
ANO4	chr12	+	101188585	101522419	101188805,101295618,101333229,101336313,101365184,101368667,101381448,101413918,101430928,101433854,101436246,101437413,101442179,101473053,101477596,101480602,101488070,101490425,101491486,101491723,101493498,101504334,101505488,101510576,101514403,101520852,	101295424,101333093,101336155,101365084,101368623,101381317,101413812,101430873,101433733,101436112,101437317,101442119,101472971,101477456,101480438,101488034,101490314,101491429,101491626,101493356,101504182,101505341,101510457,101514298,101520657,101521639,
SLC5A8	chr12	-	101549271	101604185	101551179,101552106,101555855,101560477,101561960,101573874,101576693,101578000,101581293,101584386,101587557,101588940,101595993,101598343,	101552027,101555752,101560272,101561874,101573807,101576581,101577912,101581164,101584246,101587403,101588873,101595942,101598278,101603276,
CHPT1	chr12	+	102091405	102122852	102091912,102108015,102108423,102110590,102114032,102117104,102117625,102120182,	102107868,102108282,102110506,102113901,102116946,102117500,102120072,102122679,
NUP37	chr12	-	102466881	102513902	102468245,102468872,102470625,102471281,102479634,102492978,102494882,102506010,102512361,	102468779,102470575,102471100,102479544,102492884,102494810,102505886,102512141,102513828,
PAH	chr12	-	103230663	103311381	103232996,103234293,103237557,103238209,103240729,103245534,103246728,103249110,103260441,103271328,103288696,103306676,	103234178,103237424,103238114,103240673,103245465,103246593,103248914,103260374,103271240,103288513,103306569,103310849,
STAB2	chr12	+	103981051	104160505	103981335,103984808,103988288,104014331,104015889,104025471,104031014,104031990,104034034,104042601,104044356,104046483,104048476,104049085,104049359,104054162,104054541,104056776,104060131,104062507,104063405,104064585,104067865,104069799,104071389,104077078,104078862,104081993,104083760,104084316,104086667,104089426,104089622,104093005,104097054,104098392,104099505,104100765,104102314,104105294,104106221,104107546,104109666,104111619,104118872,104119941,104121128,104122773,104124034,104125413,104126960,104129358,104131558,104133246,104134534,104136332,104139055,104140482,104142934,104144498,104147131,104149245,104149496,104152067,104153051,104155188,104156180,104157386,	103984675,103988173,104014246,104015820,104025376,104030889,104031794,104033901,104042468,104044274,104046334,104048333,104049029,104049234,104054109,104054461,104056624,104060069,104062421,104063319,104064474,104067685,104069706,104071231,104076983,104078767,104081946,104083624,104084202,104086590,104089328,104089515,104092874,104096926,104098336,104099410,104100570,104102219,104105249,104106145,104107421,104109593,104111548,104118753,104119894,104121045,104122627,104123894,104125354,104126784,104129269,104131412,104133190,104134408,104136183,104138951,104140375,104142741,104144357,104146998,104149080,104149390,104151948,104152911,104155078,104156052,104157270,104160064,
NT5DC3	chr12	-	104166088	104234975	104171859,104174142,104179253,104181305,104182697,104187043,104187290,104187775,104190809,104192455,104200155,104200707,104208899,	104174078,104179113,104181219,104182616,104186942,104187188,104187715,104190672,104192365,104200100,104200633,104208715,104234727,
HSP90B1	chr12	+	104324112	104341704	104324342,104325401,104326196,104326720,104328065,104331584,104332237,104333403,104335325,104335484,104335675,104336574,104337097,104337652,104340474,104340719,104341208,	104325299,104326055,104326604,104327734,104331473,104332118,104333287,104335188,104335407,104335610,104336305,104336852,104337516,104340396,104340564,104341089,104341411,
HCFC2	chr12	+	104458235	104500302	104458501,104460093,104461885,104473431,104474608,104476384,104476679,104480792,104481816,104487341,104489341,104490211,104492258,104495931,	104459945,104461725,104473223,104474524,104476278,104476491,104480625,104481764,104487164,104489138,104490138,104492121,104495746,104496737,
TXNRD1	chr12	+	104609557	104744061	104609671,104645456,104651857,104682818,104705190,104707095,104709674,104712833,104713363,104715094,104719207,104720201,104721449,104725419,104728110,104733051,	104645305,104651797,104682709,104705068,104707023,104709555,104712691,104713248,104714869,104719115,104720125,104721293,104725312,104728015,104732917,104742131,
SLC41A2	chr12	-	105196331	105322433	105199115,105238398,105239752,105255148,105260357,105280217,105282955,105289123,105303540,	105238250,105239621,105255069,105260210,105280071,105282811,105289052,105303433,105321751,
C12orf45	chr12	+	105380088	105389004	105380245,105382031,105385626,	105381945,105385490,105388256,
KIAA1033	chr12	+	105501492	105562912	105501639,105505042,105508047,105508205,105509007,105509506,105512306,105514375,105514982,105516016,105519905,105520140,105521067,105527674,105531789,105534179,105534823,105535024,105536336,105537021,105538233,105538650,105540304,105540924,105543527,105546229,105550570,105551100,105553926,105556623,105558085,105558518,	105504903,105507994,105508140,105508962,105509439,105512224,105514333,105514879,105515896,105519782,105520013,105520907,105527548,105531664,105534072,105534677,105534945,105536231,105536905,105538065,105538496,105540230,105540820,105543393,105546121,105550504,105551014,105553779,105556527,105557889,105558419,105560642,
POLR3B	chr12	+	106751436	106903976	106751729,106757680,106760350,106760500,106763128,106763461,106770228,106772162,106773917,106786931,106799754,106804738,106821136,106824251,106826258,106827650,106830909,106831557,106838368,106848489,106851074,106853146,106857398,106889936,106890696,106895214,106898032,	106757648,106760294,106760436,106763053,106763361,106770137,106772045,106773809,106786809,106799635,106804604,106820975,106824051,106826096,106827497,106830835,106831459,106838241,106848280,106850916,106853029,106857256,106889833,106890530,106895101,106897859,106903198,
RFX4	chr12	+	106976685	107156580	106977141,107002661,107033170,107048129,107075832,107080875,107083142,107090224,107103208,107105289,107109322,107113832,107114654,107126027,107126863,107141377,107144571,	107002575,107033110,107048006,107075771,107080662,107083065,107090061,107103108,107105231,107109178,107113738,107114537,107125908,107126702,107141215,107144433,107154975,
RIC8B	chr12	+	107168418	107280564	107168607,107177822,107209082,107219598,107236595,107237725,107245372,107254190,	107177775,107208474,107219504,107236367,107237630,107245228,107254046,107279682,
CRY1	chr12	-	107385142	107487607	107385779,107386668,107386814,107391164,107391468,107391844,107393640,107393860,107395146,107395726,107399026,107415970,	107386565,107386743,107391072,107391266,107391693,107393329,107393720,107395058,107395542,107398884,107415862,107486582,
PRDM4	chr12	-	108126643	108154937	108128299,108133328,108135037,108136125,108137059,108138438,108140201,108145986,108147886,108150742,108154548,	108133160,108134723,108135998,108136974,108138320,108140052,108145192,108147701,108150609,108154282,108154734,
WSCD2	chr12	+	108523248	108643896	108523703,108589991,108600180,108604082,108618637,108620941,108626672,108634321,	108589059,108600066,108603898,108618516,108620767,108626508,108634121,108641768,
SART3	chr12	-	108916357	108955165	108917411,108918283,108919386,108920330,108924087,108925057,108926110,108929244,108930348,108930561,108931371,108931979,108932865,108936928,108938254,108939099,108941767,108942990,	108918093,108919234,108919876,108923919,108924981,108925998,108929135,108930290,108930484,108931264,108931841,108932710,108936804,108938203,108938915,108941663,108942864,108954619,
SSH1	chr12	-	109171968	109251366	109183020,109186605,109192976,109194702,109196144,109198960,109200170,109201603,109203534,109205104,109210935,109212089,109217137,109246454,	109186062,109192776,109194556,109196098,109198832,109200077,109201409,109203469,109205036,109210814,109212025,109217034,109246414,109251204,
SVOP	chr12	-	109301517	109459045	109306517,109309648,109311900,109313562,109316573,109328047,109331113,109332731,109334685,109338942,109354823,109366252,109371272,109372439,	109309559,109311819,109313451,109316466,109327971,109331040,109332603,109334560,109338879,109354699,109366181,109371174,109372354,109458639,
ACACB	chr12	+	109554400	109706031	109554509,109577863,109604798,109605839,109609719,109610161,109612035,109613845,109614068,109617102,109617892,109623545,109625967,109629568,109629755,109631534,109634958,109637357,109639506,109644661,109647158,109650741,109654511,109654725,109660425,109660717,109661709,109665294,109670611,109671652,109671850,109673174,109673452,109675185,109677790,109679086,109680397,109683553,109684253,109685508,109687909,109689961,109690963,109692139,109694041,109696169,109696913,109698462,109700274,109702191,109703085,109703330,	109577202,109604666,109605701,109609610,109610080,109611937,109613736,109613958,109616893,109617722,109623384,109625804,109629418,109629652,109631453,109634813,109637207,109639372,109644515,109646970,109650641,109654423,109654601,109660312,109660604,109661620,109665176,109670474,109671553,109671743,109673118,109673411,109674970,109677635,109678883,109680242,109683431,109683984,109685411,109687789,109689851,109690820,109692019,109693945,109696073,109696778,109698285,109700162,109702037,109702915,109703194,109704041,
MYO1H	chr12	+	109826524	109886176	109826649,109831251,109834387,109835617,109839077,109841885,109843840,109844665,109845718,109847429,109847873,109848573,109849790,109853425,109858832,109862633,109863856,109865391,109870815,109872918,109874361,109876425,109877595,109878632,109879513,109880077,109881454,109882088,109882334,109883417,	109831136,109834189,109835537,109838898,109841787,109843727,109844594,109845599,109847362,109847768,109848493,109849699,109853331,109858786,109862553,109863751,109865274,109870702,109872842,109874293,109876341,109877436,109878549,109879420,109880022,109881319,109882018,109882237,109883318,109884964,
UBE3B	chr12	+	109915207	109974510	109915569,109919547,109921517,109921786,109923876,109924380,109926473,109927809,109928932,109935728,109936158,109937615,109939339,109940995,109945540,109947519,109948263,109949108,109954689,109959129,109959356,109961920,109962308,109964221,109967877,109968463,109971363,	109919442,109921336,109921666,109923817,109924276,109926377,109927724,109928850,109935623,109936038,109937438,109939176,109940828,109945369,109947401,109948149,109949009,109954570,109958953,109959246,109961783,109962243,109964163,109967695,109968352,109971271,109972396,
TRPV4	chr12	-	110220890	110252696	110221583,110222242,110224642,110226521,110230234,110230622,110231405,110231827,110232292,110234509,110236717,110238563,110240948,110246273,	110222121,110224515,110226205,110230168,110230457,110231332,110231735,110232134,110234330,110236419,110238423,110240796,110246101,110252216,
C12orf76	chr12	-	110478965	110505500	110480264,110495101,110496968,110503838,	110494994,110496793,110503665,110505295,
IFT81	chr12	+	110562140	110656580	110562248,110565329,110565954,110566935,110570441,110572818,110573242,110574665,110581350,110584853,110600870,110618376,110628853,110630511,110641755,110643319,110643485,110647021,	110565165,110565851,110566755,110570352,110572753,110573132,110574581,110581187,110584758,110600724,110618227,110628725,110630422,110641669,110643248,110643400,110646976,110655849,
ATP2A2	chr12	+	110719486	110785131	110719712,110720426,110720600,110729929,110734542,110760877,110764280,110765822,110770490,110771088,110771948,110777208,110777526,110778799,110780253,110781239,110782776,110783187,110783923,	110720409,110720518,110729825,110734404,110760797,110764195,110765358,110770402,110770986,110771817,110777086,110777308,110778464,110780033,110781037,110782691,110783054,110783806,110784006,
ARPC3	chr12	-	110872630	110888212	110873022,110874009,110874488,110874957,110878193,110883356,	110873915,110874362,110874889,110878117,110883257,110888060,
PPTC7	chr12	-	110971050	111021125	110974900,110976078,110977750,110983883,110989773,	110975949,110977627,110983685,110989594,111020614,
CUX2	chr12	+	111471828	111788358	111472044,111652114,111655741,111701643,111729356,111731373,111733213,111734343,111736393,111742118,111744916,111745061,111746137,111746330,111748486,111750005,111758579,111760384,111772514,111776278,111779857,	111652004,111655694,111701565,111729222,111731250,111733137,111734277,111736345,111742014,111744725,111745003,111746089,111746231,111747845,111749904,111757816,111760225,111772245,111776090,111779584,111785328,
ATXN2	chr12	-	111890018	112037480	111890644,111891649,111894060,111895163,111902519,111908044,111908546,111923135,111923669,111924628,111926584,111947423,111947802,111948386,111951343,111954167,111956231,111957880,111958777,111963120,111990234,111990781,111992021,111993723,	111891481,111893833,111895018,111902466,111907912,111908362,111923075,111923517,111924565,111926280,111947353,111947695,111948189,111951161,111953958,111956053,111957683,111958686,111962996,111990084,111990710,111991962,111993687,112036588,
MAPKAPK5	chr12	+	112280430	112330965	112280573,112303127,112304035,112305473,112306665,112308164,112308984,112318331,112321572,112323840,112326422,112326810,112327948,	112303054,112303960,112305376,112306557,112308075,112308889,112318251,112321385,112323720,112326292,112326689,112327844,112330771,
ERP29	chr12	+	112451120	112461255	112451413,112457698,	112457560,112459954,
TRAFD1	chr12	+	112563305	112591413	112563422,112568373,112572677,112572870,112579028,112580099,112583466,112586108,112587675,112589944,112590303,	112568315,112572542,112572817,112578623,112579893,112583390,112585878,112587555,112589605,112590231,112590539,
HECTD4	chr12	-	112597994	112820243	112600327,112601068,112601541,112602079,112605342,112605721,112607462,112608256,112609067,112610665,112613663,112614506,112616886,112617201,112621070,112623297,112628769,112630569,112630995,112631478,112632870,112638602,112641576,112642427,112645804,112646434,112648056,112650454,112654175,112654725,112654999,112657293,112664562,112666062,112666615,112667684,112668626,112669519,112670889,112673070,112673588,112674902,112677040,112677831,112681323,112681565,112681813,112684880,112685354,112685975,112686316,112688181,112688938,112690332,112691966,112694322,112696400,112697069,112699233,112702016,112703099,112703787,112704786,112707653,112708263,112711599,112712764,112717190,112721106,112744038,112746695,112747473,112750951,112752350,112757546,	112600846,112601346,112601913,112605121,112605618,112607307,112608137,112608921,112610475,112613540,112614400,112616735,112616978,112620863,112621991,112628590,112630364,112630865,112631273,112632689,112638442,112641440,112642290,112645678,112646298,112647819,112650291,112654096,112654577,112654838,112657190,112664447,112665893,112666451,112667502,112668491,112669317,112670808,112672881,112673308,112674749,112676856,112677685,112681157,112681424,112681678,112684705,112685266,112685871,112686124,112687948,112688775,112690228,112691847,112694124,112696300,112696916,112699109,112701894,112702979,112703682,112704716,112707508,112708031,112711459,112712651,112717032,112720914,112743868,112746557,112747365,112750821,112752261,112757029,112819756,
OAS3	chr12	+	113376157	113411054	113376512,113379657,113382456,113384786,113385904,113387010,113388780,113399051,113400707,113401262,113402213,113403834,113405398,113405979,113407560,	113379375,113382281,113384548,113385751,113386666,113388498,113398876,113400457,113401118,113402040,113403549,113405223,113405741,113407413,113407767,
DTX1	chr12	+	113495495	113535833	113496256,113515910,113531028,113531505,113531904,113532752,113533008,113533219,	113515229,113530967,113531344,113531843,113532594,113532847,113533130,113534520,
IQCD	chr12	-	113633246	113658899	113633694,113646064,	113645243,113658802,
SLC8B1	chr12	-	113736564	113772835	113737779,113742190,113744380,113745649,113748160,113753281,113754461,113754806,113756876,113758303,113758491,113758712,113758913,113759153,113770765,113772643,	113742126,113744300,113745496,113748039,113753140,113754331,113754747,113756769,113758136,113758386,113758655,113758861,113759001,113770528,113772248,113772798,
LHX5	chr12	-	113899839	113909877	113901362,113905226,113906209,113907150,	113905061,113905932,113906927,113909131,
TBX5	chr12	-	114791736	114846247	114793911,114804196,114823372,114832698,114836525,114837437,114839725,114841741,	114803970,114823281,114832546,114836378,114837318,114839631,114841557,114845619,
RNFT2	chr12	+	117176096	117289567	117176175,117178326,117178899,117188112,117191865,117204719,117217153,117271746,117273830,117274087,	117178150,117178841,117187646,117191789,117204619,117217000,117271597,117273765,117273986,117287119,
HRK	chr12	-	117293949	117319246	117299271,	117318781,
NOS1	chr12	-	117645947	117799582	117653129,117655969,117658074,117660668,117662942,117664575,117665446,117669936,117672563,117680510,117681240,117685327,117691559,117696260,117696935,117698414,117701779,117703315,117705949,117710364,117715903,117718671,117723137,117724071,117726024,117728231,117749397,117769294,	117655851,117657880,117660520,117662821,117664488,117665236,117669767,117672370,117680432,117681102,117685153,117691443,117696202,117696831,117698270,117701694,117703121,117705848,117710190,117715764,117718530,117723046,117723909,117725879,117728103,117749271,117768150,117799317,
KSR2	chr12	-	117890817	118406028	117905010,117907600,117909125,117914400,117922354,117923496,117963024,117964924,117968818,117969512,117977692,117993098,117996378,118017007,118020164,118105463,118199329,118293383,118298236,	117907467,117908996,117914269,117922221,117923400,117962657,117964876,117968746,117969471,117977524,117992974,117996311,118016924,118020095,118105279,118198816,118293233,118298096,118405881,
TAOK3	chr12	-	118587606	118797525	118588963,118590214,118598163,118599832,118610465,118615134,118619412,118627746,118637062,118639268,118650800,118651915,118671570,118673476,118675974,118677077,118681321,118682770,118693460,118704564,	118590032,118597951,118599593,118610262,118615006,118619176,118627612,118636856,118639101,118650719,118651822,118671479,118673363,118675878,118677032,118681220,118682699,118693253,118704460,118797311,
CCDC60	chr12	+	119772517	119978852	119773071,119866567,119909969,119917006,119926671,119937973,119943108,119954512,119957997,119960806,119961623,119966551,119968868,	119866488,119909799,119916899,119926564,119937883,119942874,119954428,119957926,119960744,119961498,119966420,119968679,119978419,
TMEM233	chr12	+	120031264	120080871	120031839,120067677,	120067541,120078504,
CIT	chr12	-	120123596	120315092	120126060,120128259,120135643,120135859,120138630,120139557,120139763,120142260,120146123,120148191,120148425,120150152,120150500,120151099,120151453,120152139,120156214,120156666,120158390,120159254,120166411,120168435,120172162,120173162,120180269,120190052,120195349,120196504,120198859,120204986,120210714,120213643,120214212,120214646,120220441,120221855,120222869,120241193,120260777,120263172,120270668,120272032,120288079,120295502,120307005,120313985,	120127956,120135464,120135781,120138550,120139429,120139655,120142168,120145984,120148056,120148345,120149983,120150396,120151008,120151273,120152002,120156050,120156504,120158283,120159114,120166307,120168300,120171969,120172965,120180216,120189855,120195175,120196395,120198743,120204891,120210574,120213590,120214162,120214476,120220322,120221712,120222764,120241010,120260624,120262969,120270575,120271890,120287978,120295327,120306864,120313877,120315053,
CCDC64	chr12	+	120427673	120532298	120428101,120436540,120499630,120502683,120509605,120510533,120518821,120527875,	120436325,120499514,120502537,120509426,120510315,120518691,120527755,120530804,
RNF10	chr12	+	120972154	121015397	120972771,120984404,120990501,120992611,120995269,120995485,120998689,121000873,121001426,121001746,121002992,121003332,121004783,121009094,121013491,121013753,	120984208,120990302,120992521,120995085,120995349,120998529,121000748,121001150,121001613,121002875,121003231,121004628,121008994,121013434,121013595,121014393,
SPPL3	chr12	-	121200313	121342174	121202873,121204175,121205396,121206291,121206862,121220570,121221555,121222396,121229360,121248689,	121204066,121205197,121206128,121206756,121220458,121221477,121222277,121229272,121248612,121341648,
ANAPC5	chr12	-	121746160	121790265	121746494,121747666,121756227,121756411,121757621,121758262,121765034,121766300,121768475,121769231,121773526,121775195,121779872,121783834,121784808,121785684,	121747504,121756080,121756304,121757500,121758188,121764899,121766119,121768386,121769150,121773336,121775094,121779806,121783642,121784699,121785605,121789937,
KDM2B	chr12	-	121867580	122018889	121868272,121877878,121878780,121879036,121880639,121880833,121881596,121882075,121882339,121883221,121891147,121932468,121947842,121951205,121958903,121970864,121972495,121986888,121987543,122012498,122013764,122016851,	121877660,121878619,121878873,121879960,121880795,121881483,121881815,121882253,121883078,121890923,121932382,121947370,121951079,121958788,121970711,121972402,121986782,121987365,122012452,122013686,122016707,122018691,
TMEM120B	chr12	+	122150701	122219968	122150870,122181653,122186348,122188345,122190129,122199644,122208878,122209455,122211419,122212628,122213036,	122181535,122186232,122188286,122190034,122199555,122208813,122209394,122211327,122212564,122212968,122213515,
HPD	chr12	-	122277433	122296765	122277744,122277954,122281738,122284839,122285120,122286982,122287696,122292698,122294312,122294531,122295338,122295725,122296619,	122277838,122281616,122284768,122284958,122286905,122287593,122292609,122294230,122294489,122295234,122295663,122296593,122296727,
WDR66	chr12	+	122355768	122441833	122356601,122359589,122361896,122369792,122372262,122380551,122380881,122386967,122389436,122392240,122395174,122396428,122397000,122398664,122400068,122404975,122406075,122413240,122413591,122437850,122439504,	122359192,122361528,122369652,122372153,122380440,122380801,122386890,122389386,122392026,122394980,122396178,122396849,122398491,122399884,122404861,122405912,122413150,122413448,122437622,122439403,122441558,
MLXIP	chr12	+	122516628	122631894	122517172,122611909,122612515,122613773,122614176,122614659,122615480,122616930,122618534,122619892,122620213,122622137,122622842,122623098,122623485,122625630,	122611803,122612430,122613684,122614135,122614488,122615391,122616839,122617895,122619771,122620036,122622016,122622741,122622971,122623362,122625501,122626238,
CLIP1	chr12	-	122755981	122907116	122757647,122758709,122762750,122763489,122763692,122773088,122794429,122801402,122803895,122812709,122812973,122817690,122818657,122819252,122821295,122826244,122832026,122835690,122837333,122839103,122839859,122845728,122848654,122862507,122865105,	122758585,122762701,122763339,122763575,122773036,122794309,122801296,122803779,122812494,122812808,122817534,122818574,122819195,122821179,122825300,122831922,122835658,122837273,122839000,122839662,122845506,122848530,122861936,122864915,122907068,
KNTC1	chr12	+	123011795	123110943	123011898,123014739,123019331,123023001,123024301,123026674,123028181,123028816,123030816,123031221,123032077,123032516,123034411,123035909,123036070,123036243,123042056,123042236,123046521,123047246,123052919,123054371,123055479,123055673,123057603,123057832,123058927,123060193,123060446,123061576,123062338,123064524,123065217,123067532,123068997,123069537,123070321,123071304,123072421,123073363,123075282,123076000,123078932,123082485,123086172,123087287,123087434,123087790,123089184,123089634,123089962,123093977,123095447,123097777,123098308,123099633,123100073,123102944,123103092,123105155,123106517,123107154,123109235,	123014538,123019211,123022886,123024223,123026597,123028147,123028706,123030723,123031169,123031962,123032462,123034313,123035866,123036005,123036168,123041931,123042147,123046468,123047185,123052808,123054228,123055423,123055572,123057484,123057689,123058829,123060090,123060347,123061442,123062219,123064452,123065150,123067252,123068825,123069440,123070183,123071248,123072258,123073259,123075154,123075884,123078823,123082278,123086083,123087116,123087376,123087574,123089111,123089424,123089853,123093931,123095369,123097659,123098173,123099538,123100017,123102890,123103029,123105026,123106428,123107009,123109145,123110752,
HIP1R	chr12	+	123319973	123347507	123320190,123332641,123333155,123333399,123334502,123335458,123335844,123338730,123339509,123339675,123339952,123340159,123340450,123340710,123340891,123341095,123341273,123341762,123342796,123342982,123343492,123343744,123344083,123344377,123344624,123344757,123345070,123345331,123345586,123345739,123346061,	123332578,123333013,123333343,123334422,123335382,123335783,123338590,123339452,123339600,123339812,123340098,123340378,123340527,123340803,123340979,123341172,123341568,123342649,123342896,123343385,123343608,123343973,123344319,123344594,123344695,123344970,123345226,123345463,123345678,123345855,123346253,
PITPNM2	chr12	-	123468027	123594975	123470897,123471111,123471376,123471977,123472206,123472448,123472897,123473419,123474495,123475256,123477216,123479526,123480207,123481124,123481457,123482119,123485395,123485705,123489036,123490095,123494624,123497281,123498589,123519232,	123470983,123471193,123471828,123472058,123472332,123472781,123473271,123474334,123475092,123477046,123479348,123479936,123481005,123481268,123481872,123485325,123485601,123488941,123489787,123494397,123497160,123498375,123519060,123594932,
RILPL1	chr12	-	123954601	124018265	123957229,123968819,123970352,123983312,123984083,124008192,	123968727,123970180,123983091,123983965,124008042,124017721,
GTF2H3	chr12	+	124118376	124147153	124118419,124123890,124130108,124132673,124135603,124137108,124137282,124139545,124140371,124144131,124144477,124144629,	124123811,124130002,124132510,124135541,124137079,124137254,124139471,124140318,124144063,124144342,124144593,124144713,
DNAH10	chr12	+	124246735	124420753	124247097,124252236,124256245,124257489,124258811,124265846,124267811,124268724,124270483,124272549,124274668,124281379,124283918,124284935,124285979,124288372,124289587,124293500,124298187,124298459,124303613,124303797,124305305,124311445,124315246,124317894,124320075,124323236,124326092,124330416,124330701,124332642,124333429,124335623,124337899,124341794,124343815,124345717,124349277,124350620,124352148,124352666,124355032,124356149,124358257,124360038,124362455,124363904,124364348,124366360,124371860,124377983,124379270,124382514,124383361,124387660,124393989,124395219,124397862,124399097,124399546,124401283,124402360,124403496,124408414,124408979,124409751,124411367,124413134,124414031,124414306,124415120,124416019,124416394,124416655,124418058,124419313,	124252153,124256148,124257381,124258696,124265627,124267654,124268494,124270293,124272351,124274474,124281203,124283793,124284763,124285828,124288208,124289380,124293344,124297711,124298301,124303497,124303695,124305127,124311234,124315093,124317661,124319953,124323003,124325869,124330147,124330518,124332508,124333277,124335435,124337753,124341603,124343697,124345559,124349142,124350498,124352014,124352450,124354913,124356004,124358105,124359778,124362283,124363811,124364181,124366172,124371689,124377780,124379190,124382317,124383200,124387486,124393808,124395083,124397645,124398876,124399399,124401004,124402131,124403223,124408310,124408825,124409597,124411184,124412934,124413822,124414211,124414949,124415888,124416183,124416488,124417878,124419168,124419882,
RP11-214K3.25	chr12	+	124458491	124573140	124458567,124472685,124572916,	124472590,124572811,124572924,
NCOR2	chr12	-	124808961	124979798	124810129,124810916,124812179,124815444,124817013,124817825,124819163,124819826,124820178,124821726,124824750,124824989,124825297,124826620,124827772,124829497,124831396,124832457,124832860,124835283,124838742,124839128,124839485,124840117,124841328,124846843,124848345,124857156,124859009,124862930,124870433,124882727,124885219,124887107,124904601,124907101,124911346,124914252,124915333,124922542,124934413,124941708,124950832,124957677,124968319,124971114,	124810737,124811955,124815391,124816865,124817676,124818970,124819681,124820029,124821299,124824552,124824840,124825148,124826369,124827551,124829143,124831110,124832371,124832720,124835133,124838639,124839024,124839383,124839978,124841188,124846672,124848225,124856568,124858959,124862783,124870291,124882665,124885047,124886950,124904503,124907047,124911168,124914159,124915161,124922476,124934361,124941652,124950719,124957498,124968142,124970987,124979693,
SCARB1	chr12	-	125262179	125348393	125263132,125267357,125271049,125272003,125279814,125284788,125292473,125294835,125296511,125298951,125299660,125302253,	125267229,125270903,125271952,125279741,125284670,125292307,125294720,125296416,125298748,125299519,125302096,125348141,
DHX37	chr12	-	125431371	125473667	125432433,125432727,125434605,125434789,125435096,125435350,125437116,125438542,125438757,125441425,125441681,125444969,125449172,125449552,125450358,125451424,125451764,125453194,125453514,125455961,125457145,125460057,125462036,125465384,125467169,125470811,	125432630,125434532,125434695,125434959,125435236,125436944,125438426,125438633,125441237,125441575,125444858,125448940,125449476,125450214,125451339,125451669,125453080,125453413,125455848,125457049,125459965,125461888,125465036,125467057,125470642,125473463,
